"Phage","Host","EOP","EOP_bin"
"8-4","bac_an",1,"[1,Inf)"
"8-5","bac_an",1,"[1,Inf)"
"8-6","bac_an",1,"[1,Inf)"
"8-7","bac_an",1,"[1,Inf)"
"8-8","bac_an",1,"[1,Inf)"
"8-9","bac_an",1,"[1,Inf)"
"8-10","bac_an",1,"[1,Inf)"
"8-11","bac_an",1,"[1,Inf)"
"15-1","bac_an",1,"[1,Inf)"
"15-2","bac_an",1,"[1,Inf)"
"15-3","bac_an",1,"[1,Inf)"
"15-4","bac_an",1,"[1,Inf)"
"15-5","bac_an",1,"[1,Inf)"
"15-6","bac_an",1,"[1,Inf)"
"15-7","bac_an",1,"[1,Inf)"
"15-8","bac_an",1,"[1,Inf)"
"15-9","bac_an",1,"[1,Inf)"
"15-10","bac_an",1,"[1,Inf)"
"15-11","bac_an",1,"[1,Inf)"
"22-1","bac_an",1,"[1,Inf)"
"22-2","bac_an",1,"[1,Inf)"
"22-3","bac_an",1,"[1,Inf)"
"22-4","bac_an",1,"[1,Inf)"
"22-5","bac_an",1,"[1,Inf)"
"22-6","bac_an",1,"[1,Inf)"
"22-7","bac_an",1,"[1,Inf)"
"22-8","bac_an",1,"[1,Inf)"
"22-9","bac_an",1,"[1,Inf)"
"22-10","bac_an",1,"[1,Inf)"
"22-11","bac_an",1,"[1,Inf)"
"28-1","bac_an",1,"[1,Inf)"
"28-2","bac_an",1,"[1,Inf)"
"28-3","bac_an",1,"[1,Inf)"
"28-4","bac_an",1,"[1,Inf)"
"28-5","bac_an",1,"[1,Inf)"
"28-6","bac_an",1,"[1,Inf)"
"28-7","bac_an",1,"[1,Inf)"
"28-8","bac_an",1,"[1,Inf)"
"28-9","bac_an",1,"[1,Inf)"
"28-10","bac_an",1,"[1,Inf)"
"28-11","bac_an",1,"[1,Inf)"
"phage_an","37-10",0,"[0,2.22e-16)"
"phage_an","37-9",0,"[0,2.22e-16)"
"phage_an","37-8",0,"[0,2.22e-16)"
"phage_an","37-7",0,"[0,2.22e-16)"
"phage_an","37-6",0,"[0,2.22e-16)"
"phage_an","37-5",0,"[0,2.22e-16)"
"phage_an","37-4",0,"[0,2.22e-16)"
"phage_an","37-3",0,"[0,2.22e-16)"
"phage_an","37-2",0,"[0,2.22e-16)"
"phage_an","37-1",0,"[0,2.22e-16)"
"phage_an","28-10",0,"[0,2.22e-16)"
"phage_an","28-9",0,"[0,2.22e-16)"
"phage_an","28-8",0,"[0,2.22e-16)"
"phage_an","28-7",0,"[0,2.22e-16)"
"phage_an","28-6",0,"[0,2.22e-16)"
"phage_an","28-5",0,"[0,2.22e-16)"
"phage_an","28-4",0,"[0,2.22e-16)"
"phage_an","28-3",0,"[0,2.22e-16)"
"phage_an","28-2",0,"[0,2.22e-16)"
"phage_an","28-1",0,"[0,2.22e-16)"
"phage_an","22-10",0,"[0,2.22e-16)"
"phage_an","22-9",0,"[0,2.22e-16)"
"phage_an","22-8",0,"[0,2.22e-16)"
"phage_an","22-7",0,"[0,2.22e-16)"
"phage_an","22-6",0,"[0,2.22e-16)"
"phage_an","22-5",0,"[0,2.22e-16)"
"phage_an","22-4",0,"[0,2.22e-16)"
"phage_an","22-3",0,"[0,2.22e-16)"
"phage_an","22-2",0,"[0,2.22e-16)"
"phage_an","22-1",0,"[0,2.22e-16)"
"phage_an","15-10",0,"[0,2.22e-16)"
"phage_an","15-9",0,"[0,2.22e-16)"
"phage_an","15-8",0,"[0,2.22e-16)"
"phage_an","15-7",0,"[0,2.22e-16)"
"phage_an","15-6",0,"[0,2.22e-16)"
"phage_an","15-5",0,"[0,2.22e-16)"
"phage_an","15-4",0,"[0,2.22e-16)"
"phage_an","15-3",0,"[0,2.22e-16)"
"phage_an","15-2",0,"[0,2.22e-16)"
"phage_an","15-1",0,"[0,2.22e-16)"
"phage_an","8-10",0,"[0,2.22e-16)"
"phage_an","8-9",0,"[0,2.22e-16)"
"phage_an","8-8",0,"[0,2.22e-16)"
"phage_an","8-7",0,"[0,2.22e-16)"
"phage_an","8-6",0,"[0,2.22e-16)"
"phage_an","8-5",0,"[0,2.22e-16)"
"phage_an","8-4",0,"[0,2.22e-16)"
"phage_an","8-3",0,"[0,2.22e-16)"
"phage_an","8-2",0,"[0,2.22e-16)"
"phage_an","8-1",0,"[0,2.22e-16)"
